ImageNo	 ImArea	 ImFrac	 StainArea	 StainInt	 StAreaFrac	  StainThreshold
Cairo1_1_1_1_HTR2B.tif	 4437495	 0.14669	 12551	 164.0402	 0.0028284	 0.35
Cairo1_1_1_2_HTR2B.tif	 8233328	 0.27218	 1065327	 190.1985	 0.12939	 0.38039
Cairo1_1_1_3_HTR2B.tif	 18046555	 0.59658	 6007352	 166.9291	 0.33288	 0.35686
Cairo1_1_1_4_HTR2B.tif	 13981182	 0.46219	 3718653	 189.5941	 0.26598	 0.38824
Cairo1_1_1_5_HTR2B.tif	 7273020	 0.24043	 2159781	 162.4475	 0.29696	 0.35
Cairo1_1_1_6_HTR2B.tif	 6866350	 0.22699	 3623595	 187.3047	 0.52773	 0.37255
Cairo1_1_1_7_HTR2B.tif	 18359236	 0.60692	 3369230	 217.8405	 0.18352	 0.44706
Cairo1_1_2_1_HTR2B.tif	 2562635	 0.084715	 6693	 130.7454	 0.0026118	 0.35
Cairo1_1_2_2_HTR2B.tif	 8280341	 0.27373	 7031	 115.0319	 0.00084912	 0.35
Cairo1_1_2_3_HTR2B.tif	 17017445	 0.56256	 5971068	 207.396	 0.35088	 0.42745
Cairo1_1_2_4_HTR2B.tif	 16320062	 0.53951	 5254593	 181.8346	 0.32197	 0.37647
Cairo1_1_2_5_HTR2B.tif	 9749760	 0.32231	 2885012	 174.6663	 0.29591	 0.35294
Cairo1_1_2_6_HTR2B.tif	 9292653	 0.3072	 1647180	 175.7023	 0.17726	 0.35294
Cairo1_1_2_7_HTR2B.tif	 15865709	 0.52449	 1176164	 229.3108	 0.074132	 0.46275
Cairo1_1_3_1_HTR2B.tif	 2228841	 0.073681	 775651	 167.0437	 0.34801	 0.35
Cairo1_1_3_2_HTR2B.tif	 9548947	 0.31567	 2993197	 169.8834	 0.31346	 0.35
Cairo1_1_3_3_HTR2B.tif	 7203182	 0.23812	 958351	 221.9315	 0.13305	 0.43922
Cairo1_1_3_4_HTR2B.tif	 17857057	 0.59032	 618797	 228.5766	 0.034653	 0.45882
Cairo1_1_3_5_HTR2B.tif	 12462910	 0.412	 3951963	 190.4782	 0.3171	 0.38824
Cairo1_1_3_6_HTR2B.tif	 8839942	 0.29223	 3540723	 186.0929	 0.40054	 0.37647
Cairo1_1_3_7_HTR2B.tif	 15509705	 0.51272	 2117315	 195.1447	 0.13652	 0.39608
Cairo1_1_4_1_HTR2B.tif	 20124392	 0.66527	 2888	 212.0083	 0.00014351	 0.35
Cairo1_1_4_2_HTR2B.tif	 14333599	 0.47384	 2657114	 184.8472	 0.18538	 0.38039
Cairo1_1_4_3_HTR2B.tif	 23420039	 0.77422	 147775	 116.5313	 0.0063098	 0.35
Cairo1_1_4_4_HTR2B.tif	 17079021	 0.5646	 3815204	 183.1676	 0.22339	 0.38431
Cairo1_1_4_5_HTR2B.tif	 16680712	 0.55143	 971378	 161.0101	 0.058234	 0.35
Cairo1_1_4_6_HTR2B.tif	 10670857	 0.35276	 1073319	 165.2517	 0.10058	 0.35
Cairo1_1_4_7_HTR2B.tif	 17201348	 0.56864	 4518880	 188.6458	 0.2627	 0.39608
Cairo1_1_5_1_HTR2B.tif	 21744026	 0.75838	 110	 151.8727	 5.0589e-06	 0.35
Cairo1_1_5_2_HTR2B.tif	 4639591	 0.15337	 2035970	 189.9251	 0.43883	 0.37647
Cairo1_1_5_3_HTR2B.tif	 19079829	 0.63466	 3389026	 151.5934	 0.17762	 0.35
Cairo1_1_5_4_HTR2B.tif	 13583247	 0.44903	 2757287	 180.5241	 0.20299	 0.36863
Cairo1_1_5_5_HTR2B.tif	 18600254	 0.61488	 6291739	 193.8964	 0.33826	 0.40784
Cairo1_1_5_6_HTR2B.tif	 13087557	 0.43265	 4739810	 185.3328	 0.36216	 0.38039
Cairo1_1_5_7_HTR2B.tif	 1696409	 0.05608	 625156	 182.1337	 0.36852	 0.35686
