ImageNo	 ImArea	 ImFrac	 StainArea	 StainInt	 StAreaFrac	  StainThreshold
Cairo1_1_1_1_Zeb1.tif	 5677695	 0.15771	 36258	 137.3698	 0.006386	 0.35
Cairo1_1_1_2_Zeb1.tif	 5521973	 0.15339	 34280	 137.5017	 0.0062079	 0.35
Cairo1_1_1_3_Zeb1.tif	 15039751	 0.41777	 114173	 131.761	 0.0075914	 0.35
Cairo1_1_1_4_Zeb1.tif	 21127326	 0.58687	 19581	 103.2846	 0.00092681	 0.35
Cairo1_1_1_5_Zeb1.tif	 17548464	 0.48746	 163306	 126.7578	 0.009306	 0.35
Cairo1_1_1_6_Zeb1.tif	 16593331	 0.46093	 226947	 128.7707	 0.013677	 0.35
Cairo1_1_1_7_Zeb1.tif	 16085478	 0.44682	 364892	 150.5807	 0.022685	 0.35
Cairo1_1_2_1_Zeb1.tif	 14089790	 0.39138	 373749	 123.6944	 0.026526	 0.35
Cairo1_1_2_2_Zeb1.tif	 17753508	 0.49315	 468428	 123.5663	 0.026385	 0.35
Cairo1_1_2_3_Zeb1.tif	 19319546	 0.53665	 270407	 121.1138	 0.013997	 0.35
Cairo1_1_2_4_Zeb1.tif	 14254296	 0.39595	 329231	 132.3853	 0.023097	 0.35
Cairo1_1_2_5_Zeb1.tif	 13277413	 0.36882	 1367305	 149.9059	 0.10298	 0.35
Cairo1_1_2_6_Zeb1.tif	 12446718	 0.34574	 238481	 134.7433	 0.01916	 0.35
Cairo1_1_2_7_Zeb1.tif	 13872986	 0.38536	 113953	 124.4297	 0.008214	 0.35
Cairo1_1_3_1_Zeb1.tif	 11335895	 0.31489	 114499	 120.7074	 0.010101	 0.35
Cairo1_1_3_2_Zeb1.tif	 17540739	 0.48724	 123404	 122.7612	 0.0070353	 0.35
Cairo1_1_3_3_Zeb1.tif	 16094735	 0.44708	 634191	 143.7155	 0.039404	 0.35
Cairo1_1_3_4_Zeb1.tif	 18164994	 0.50458	 733454	 151.9491	 0.040377	 0.35
Cairo1_1_3_5_Zeb1.tif	 17140165	 0.47612	 208142	 134.1729	 0.012144	 0.35
Cairo1_1_3_6_Zeb1.tif	 15486749	 0.43019	 320695	 147.7656	 0.020708	 0.35
Cairo1_1_3_7_Zeb1.tif	 13318171	 0.36995	 2078381	 159.3946	 0.15606	 0.35
Cairo1_1_4_1_Zeb1.tif	 7004010	 0.19456	 166834	 133.7627	 0.02382	 0.35
Cairo1_1_4_2_Zeb1.tif	 10324017	 0.28678	 536678	 136.6404	 0.051983	 0.35
Cairo1_1_4_3_Zeb1.tif	 14719092	 0.40886	 460703	 147.2091	 0.0313	 0.35
Cairo1_1_4_4_Zeb1.tif	 14473719	 0.40205	 162147	 144.3243	 0.011203	 0.35
Cairo1_1_4_5_Zeb1.tif	 11590720	 0.32196	 188767	 149.8917	 0.016286	 0.35
Cairo1_1_4_6_Zeb1.tif	 10967465	 0.30465	 338646	 125.162	 0.030877	 0.35
Cairo1_1_4_7_Zeb1.tif	 15425081	 0.42847	 421252	 144.514	 0.02731	 0.35
Cairo1_1_5_1_Zeb1.tif	 3710949	 0.10308	 106228	 143.8047	 0.028626	 0.35
Cairo1_1_5_2_Zeb1.tif	 14970227	 0.41584	 417717	 151.2558	 0.027903	 0.35
Cairo1_1_5_3_Zeb1.tif	 16058256	 0.44606	 170913	 112.0143	 0.010643	 0.35
Cairo1_1_5_4_Zeb1.tif	 14313871	 0.39761	 200470	 132.5701	 0.014005	 0.35
Cairo1_1_5_5_Zeb1.tif	 15438634	 0.42885	 152337	 123.3743	 0.0098673	 0.35
Cairo1_1_5_6_Zeb1.tif	 14611095	 0.40586	 254816	 140.5057	 0.01744	 0.35
Cairo1_1_5_7_Zeb1.tif	 25035878	 0.71133	 10446	 129.1393	 0.00041724	 0.35
