ImageNo	 ImArea	 ImFrac	 StainArea	 StainInt	 StAreaFrac	  StainThreshold
Cairo1_1_1_1_CDX2.tif	 13294520	 0.43949	 484021	 107.3772	 0.036408	 0.35
Cairo1_1_1_2_CDX2.tif	 13542126	 0.44767	 485004	 107.3839	 0.035814	 0.35
Cairo1_1_1_3_CDX2.tif	 14159602	 0.46809	 10887	 103.5206	 0.00076888	 0.35
Cairo1_1_1_4_CDX2.tif	 17851795	 0.59014	 1872	 174.0406	 0.00010486	 0.35
Cairo1_1_1_5_CDX2.tif	 16965116	 0.56083	 1545065	 122.3675	 0.091073	 0.35
Cairo1_1_1_6_CDX2.tif	 16279398	 0.53816	 96369	 111.8462	 0.0059197	 0.35
Cairo1_1_1_7_CDX2.tif	 15198058	 0.50242	 2945442	 162.8192	 0.1938	 0.35
Cairo1_1_2_1_CDX2.tif	 16635799	 0.54994	 1469240	 122.9918	 0.088318	 0.35
Cairo1_1_2_2_CDX2.tif	 17346425	 0.57344	 1511672	 122.195	 0.087146	 0.35
Cairo1_1_2_3_CDX2.tif	 18751837	 0.6199	 3413	 115.2025	 0.00018201	 0.35
Cairo1_1_2_4_CDX2.tif	 12262020	 0.40536	 3074	 140.9753	 0.00025069	 0.35
Cairo1_1_2_5_CDX2.tif	 12015068	 0.39719	 5166	 161.5501	 0.00042996	 0.35
Cairo1_1_2_6_CDX2.tif	 15186627	 0.50204	 123748	 127.382	 0.0081485	 0.35
Cairo1_1_2_7_CDX2.tif	 13627025	 0.45048	 129398	 109.401	 0.0094957	 0.35
Cairo1_1_3_1_CDX2.tif	 15006069	 0.49607	 285304	 105.2808	 0.019013	 0.35
Cairo1_1_3_2_CDX2.tif	 17222527	 0.56934	 293546	 104.7094	 0.017044	 0.35
Cairo1_1_3_3_CDX2.tif	 16208811	 0.53583	 624446	 133.1441	 0.038525	 0.35
Cairo1_1_3_4_CDX2.tif	 18145961	 0.59987	 612626	 113.09	 0.033761	 0.35
Cairo1_1_3_5_CDX2.tif	 17449654	 0.57685	 565314	 134.3226	 0.032397	 0.35
Cairo1_1_3_6_CDX2.tif	 15324309	 0.50659	 1308	 162.2026	 8.5355e-05	 0.35
Cairo1_1_3_7_CDX2.tif	 13278780	 0.43897	 66307	 174.7834	 0.0049935	 0.35
Cairo1_1_4_1_CDX2.tif	 8291801	 0.27411	 24051	 108.9446	 0.0029006	 0.35
Cairo1_1_4_2_CDX2.tif	 12073210	 0.39911	 78345	 107.5971	 0.0064892	 0.35
Cairo1_1_4_3_CDX2.tif	 14607640	 0.4829	 363439	 111.0201	 0.02488	 0.35
Cairo1_1_4_4_CDX2.tif	 14387140	 0.47561	 182896	 110.6093	 0.012712	 0.35
Cairo1_1_4_5_CDX2.tif	 11732477	 0.38785	 1046262	 119.5003	 0.089177	 0.35
Cairo1_1_4_6_CDX2.tif	 10896457	 0.36021	 43856	 109.8376	 0.0040248	 0.35
Cairo1_1_4_7_CDX2.tif	 15156382	 0.50104	 108935	 113.0536	 0.0071874	 0.35
Cairo1_1_5_1_CDX2.tif	 3505574	 0.11589	 194502	 112.1586	 0.055484	 0.35
Cairo1_1_5_2_CDX2.tif	 14562538	 0.48141	 878671	 114.804	 0.060338	 0.35
Cairo1_1_5_3_CDX2.tif	 15680194	 0.51835	 181638	 115.4978	 0.011584	 0.35
Cairo1_1_5_4_CDX2.tif	 13531835	 0.44733	 3797	 125.9968	 0.0002806	 0.35
Cairo1_1_5_5_CDX2.tif	 15272923	 0.50489	 8155	 103.2331	 0.00053395	 0.35
Cairo1_1_5_6_CDX2.tif	 14430356	 0.47704	 782	 157.4463	 5.4191e-05	 0.35
Cairo1_1_5_7_CDX2.tif	 16633376	 0.54986	 28051	 110.6727	 0.0016864	 0.35
