ImageNo	 ImArea	 ImFrac	 StainArea	 StainInt	 StAreaFrac	  StainThreshold
Cairo1_1_1_1_HTR2B.tif	 14824784	 0.49008	 10050	 129.7029	 0.00067792	 0.35
Cairo1_1_1_2_HTR2B.tif	 16008858	 0.52922	 1665836	 162.0661	 0.10406	 0.35
Cairo1_1_1_3_HTR2B.tif	 14065133	 0.46496	 3822840	 206.2458	 0.2718	 0.41961
Cairo1_1_1_4_HTR2B.tif	 16766198	 0.55425	 772737	 166.2325	 0.046089	 0.35
Cairo1_1_1_5_HTR2B.tif	 15475156	 0.51158	 9474214	 207.8233	 0.61222	 0.42745
Cairo1_1_1_6_HTR2B.tif	 6448517	 0.21317	 419414	 166.8791	 0.06504	 0.35
Cairo1_1_1_7_HTR2B.tif	 14517423	 0.47991	 2860669	 205.4568	 0.19705	 0.41569
Cairo1_1_2_1_HTR2B.tif	 15060077	 0.49785	 9748	 151.5242	 0.00064727	 0.35
Cairo1_1_2_2_HTR2B.tif	 14046186	 0.46434	 3499849	 236.6715	 0.24917	 0.47843
Cairo1_1_2_3_HTR2B.tif	 13764839	 0.45504	 1497952	 193.747	 0.10882	 0.39216
Cairo1_1_2_4_HTR2B.tif	 17917453	 0.59231	 6229695	 214.5784	 0.34769	 0.44314
Cairo1_1_2_5_HTR2B.tif	 15123615	 0.49995	 5583044	 222.1056	 0.36916	 0.4549
Cairo1_1_2_6_HTR2B.tif	 13618123	 0.45019	 2943973	 193.4314	 0.21618	 0.39608
Cairo1_1_2_7_HTR2B.tif	 15383870	 0.50856	 71814	 129.7156	 0.0046681	 0.35
Cairo1_1_3_1_HTR2B.tif	 23340624	 0.77159	 3691	 159.5895	 0.00015814	 0.35
Cairo1_1_3_2_HTR2B.tif	 11948562	 0.39499	 3099047	 217.9004	 0.25937	 0.43922
Cairo1_1_3_3_HTR2B.tif	 15044787	 0.49735	 4263452	 182.5379	 0.28338	 0.37647
Cairo1_1_3_4_HTR2B.tif	 13124197	 0.43386	 2170148	 193.8163	 0.16535	 0.39216
Cairo1_1_3_5_HTR2B.tif	 16426062	 0.54301	 3105438	 148.037	 0.18906	 0.35
Cairo1_1_3_6_HTR2B.tif	 13802941	 0.4563	 5414852	 216.7226	 0.3923	 0.44314
Cairo1_1_3_7_HTR2B.tif	 16160715	 0.53424	 1949232	 220.7587	 0.12062	 0.44706
Cairo1_1_4_1_HTR2B.tif	 23075605	 0.76283	 3641	 151.6311	 0.00015779	 0.35
Cairo1_1_4_2_HTR2B.tif	 5681550	 0.18782	 1397938	 202.3328	 0.24605	 0.4
Cairo1_1_4_3_HTR2B.tif	 14850294	 0.49092	 223449	 135.1304	 0.015047	 0.35
Cairo1_1_4_4_HTR2B.tif	 15439354	 0.51039	 536321	 145.76	 0.034737	 0.35
Cairo1_1_4_5_HTR2B.tif	 14232327	 0.47049	 515114	 171.7201	 0.036193	 0.35
Cairo1_1_4_6_HTR2B.tif	 16425819	 0.543	 5186960	 221.0947	 0.31578	 0.4549
Cairo1_1_4_7_HTR2B.tif	 11793344	 0.38986	 5059000	 185.3314	 0.42897	 0.37647
Cairo1_1_5_1_HTR2B.tif	 17850281	 0.59009	 1723	 160.5322	 9.6525e-05	 0.35
Cairo1_1_5_2_HTR2B.tif	 16430006	 0.54314	 3928609	 147.2149	 0.23911	 0.35
Cairo1_1_5_3_HTR2B.tif	 13722349	 0.45363	 9174248	 200.0303	 0.66856	 0.41176
Cairo1_1_5_4_HTR2B.tif	 15014729	 0.49635	 869761	 150.9949	 0.057927	 0.35
Cairo1_1_5_5_HTR2B.tif	 17106069	 0.56549	 4219016	 194.9589	 0.24664	 0.40392
Cairo1_1_5_6_HTR2B.tif	 15570182	 0.51472	 230227	 150.4019	 0.014786	 0.35
Cairo1_1_5_7_HTR2B.tif	 15195238	 0.50232	 3006412	 178.0969	 0.19785	 0.36863
