ImageNo	 ImArea	 ImFrac	 StainArea	 StainInt	 StAreaFrac	  StainThreshold
Cairo1_1_1_1_Panker.tif	 7747578	 0.24705	 3835720	 156.738	 0.49509	 0.35
Cairo1_1_1_2_Panker.tif	 4503665	 0.14361	 2701935	 204.083	 0.59994	 0.40392
Cairo1_1_1_3_Panker.tif	 17906730	 0.57101	 8368995	 185.3127	 0.46737	 0.39216
Cairo1_1_1_4_Panker.tif	 16933857	 0.53998	 1619089	 140.5739	 0.095613	 0.35
Cairo1_1_1_5_Panker.tif	 17286717	 0.55123	 10453618	 165.1978	 0.60472	 0.35
Cairo1_1_1_6_Panker.tif	 16657570	 0.53117	 5336581	 189.2346	 0.32037	 0.39608
Cairo1_1_1_7_Panker.tif	 15614357	 0.49791	 6635355	 214.5369	 0.42495	 0.43529
Cairo1_1_2_1_Panker.tif	 4736377	 0.15103	 1443	 156.763	 0.00030466	 0.35
Cairo1_1_2_2_Panker.tif	 17640982	 0.56253	 7666830	 197.1359	 0.4346	 0.4
Cairo1_1_2_3_Panker.tif	 18058557	 0.57585	 4996340	 179.2861	 0.27667	 0.36863
Cairo1_1_2_4_Panker.tif	 13486072	 0.43004	 513424	 228.9633	 0.038071	 0.4549
Cairo1_1_2_5_Panker.tif	 12700757	 0.405	 9090	 159.7572	 0.00071571	 0.35
Cairo1_1_2_6_Panker.tif	 14929633	 0.47607	 2281361	 216.1972	 0.15281	 0.43137
Cairo1_1_2_7_Panker.tif	 13957452	 0.44507	 3500781	 223.6482	 0.25082	 0.45098
Cairo1_1_3_1_Panker.tif	 6808154	 0.2171	 2562	 151.7689	 0.00037631	 0.35
Cairo1_1_3_2_Panker.tif	 17658948	 0.5631	 6300176	 204.9005	 0.35677	 0.41961
Cairo1_1_3_3_Panker.tif	 16595088	 0.52918	 3416569	 203.1943	 0.20588	 0.41569
Cairo1_1_3_4_Panker.tif	 18654828	 0.59486	 7384547	 188.3399	 0.39585	 0.39216
Cairo1_1_3_5_Panker.tif	 17870584	 0.56985	 4677650	 209.621	 0.26175	 0.42353
Cairo1_1_3_6_Panker.tif	 15900177	 0.50702	 1311592	 226.6791	 0.082489	 0.45098
Cairo1_1_3_7_Panker.tif	 10255230	 0.32702	 263895	 227.0054	 0.025733	 0.45098
Cairo1_1_4_1_Panker.tif	 7820679	 0.24938	 3624	 177.0235	 0.00046339	 0.35
Cairo1_1_4_2_Panker.tif	 12128093	 0.38674	 4875843	 214.0105	 0.40203	 0.42745
Cairo1_1_4_3_Panker.tif	 14886102	 0.47468	 5607061	 212.9373	 0.37666	 0.43137
Cairo1_1_4_4_Panker.tif	 14568119	 0.46454	 8768302	 187.5956	 0.60188	 0.38431
Cairo1_1_4_5_Panker.tif	 11958204	 0.38132	 6821067	 195.4411	 0.57041	 0.39608
Cairo1_1_4_6_Panker.tif	 10994244	 0.35058	 1062985	 222.5665	 0.096686	 0.44314
Cairo1_1_4_7_Panker.tif	 15750206	 0.50224	 2025122	 223.0802	 0.12858	 0.44706
Cairo1_1_5_1_Panker.tif	 8839079	 0.28186	 674	 145.7166	 7.6252e-05	 0.35
Cairo1_1_5_2_Panker.tif	 14956672	 0.47693	 6413189	 196.8144	 0.42878	 0.4
Cairo1_1_5_3_Panker.tif	 16240795	 0.51788	 4164400	 211.5376	 0.25642	 0.42745
Cairo1_1_5_4_Panker.tif	 14038306	 0.44765	 2271473	 218.2692	 0.16181	 0.43529
Cairo1_1_5_5_Panker.tif	 15274804	 0.48708	 6678716	 204.8343	 0.43724	 0.41961
Cairo1_1_5_6_Panker.tif	 14545668	 0.46383	 5746599	 201.4356	 0.39507	 0.41176
Cairo1_1_5_7_Panker.tif	 13071441	 0.41682	 5554802	 201.6027	 0.42496	 0.40784
