ImageNo	 ImArea	 ImFrac	 StainArea	 StainInt	 StAreaFrac	  StainThreshold
Cairo1_1_1_1_CDX2.tif	 10537308	 0.34834	 3604	 172.3127	 0.00034202	 0.35
Cairo1_1_1_2_CDX2.tif	 16730975	 0.55309	 1655690	 123.9147	 0.09896	 0.35
Cairo1_1_1_3_CDX2.tif	 18294507	 0.60478	 11113	 107.8473	 0.00060745	 0.35
Cairo1_1_1_4_CDX2.tif	 18187059	 0.60123	 879434	 116.253	 0.048355	 0.35
Cairo1_1_1_5_CDX2.tif	 19386827	 0.64089	 99702	 103.3572	 0.0051428	 0.35
Cairo1_1_1_6_CDX2.tif	 16649433	 0.55039	 3185	 112.7049	 0.0001913	 0.35
Cairo1_1_1_7_CDX2.tif	 14100430	 0.46613	 2951	 103.5784	 0.00020928	 0.35
Cairo1_1_2_1_CDX2.tif	 4680331	 0.15472	 2091	 162.8551	 0.00044676	 0.35
Cairo1_1_2_2_CDX2.tif	 16391168	 0.54186	 120058	 111.3148	 0.0073246	 0.35
Cairo1_1_2_3_CDX2.tif	 12864619	 0.42528	 279867	 131.8495	 0.021755	 0.35
Cairo1_1_2_4_CDX2.tif	 14856644	 0.49113	 24107	 119.7935	 0.0016226	 0.35
Cairo1_1_2_5_CDX2.tif	 16615152	 0.54926	 332	 162.991	 1.9982e-05	 0.35
Cairo1_1_2_6_CDX2.tif	 15254424	 0.50428	 578227	 128.8427	 0.037906	 0.35
Cairo1_1_2_7_CDX2.tif	 17990073	 0.59471	 568129	 134.6216	 0.03158	 0.35
Cairo1_1_3_1_CDX2.tif	 344235	 0.01138	 3146	 138.1844	 0.0091391	 0.35
Cairo1_1_3_2_CDX2.tif	 14649359	 0.48428	 2019220	 159.306	 0.13784	 0.35
Cairo1_1_3_3_CDX2.tif	 11177640	 0.36951	 541836	 119.3299	 0.048475	 0.35
Cairo1_1_3_4_CDX2.tif	 11550129	 0.38182	 1025516	 123.3518	 0.088788	 0.35
Cairo1_1_3_5_CDX2.tif	 17182992	 0.56803	 418069	 168.3374	 0.02433	 0.35
Cairo1_1_3_6_CDX2.tif	 16805389	 0.55555	 748360	 117.3008	 0.044531	 0.35
Cairo1_1_3_7_CDX2.tif	 19770512	 0.65357	 2819233	 135.8199	 0.1426	 0.35
Cairo1_1_4_1_CDX2.tif	 279576	 0.0092422	 158	 123.5823	 0.00056514	 0.35
Cairo1_1_4_2_CDX2.tif	 11701084	 0.38681	 2452199	 172.6079	 0.20957	 0.35
Cairo1_1_4_3_CDX2.tif	 18587245	 0.61445	 786330	 200.2773	 0.042305	 0.40392
Cairo1_1_4_4_CDX2.tif	 15985407	 0.52844	 45476	 117.4181	 0.0028448	 0.35
Cairo1_1_4_5_CDX2.tif	 17471768	 0.57758	 3705	 133.5115	 0.00021206	 0.35
Cairo1_1_4_6_CDX2.tif	 16493978	 0.54526	 180823	 103.0621	 0.010963	 0.35
Cairo1_1_4_7_CDX2.tif	 18391777	 0.60799	 116042	 109.5827	 0.0063095	 0.35
Cairo1_1_5_2_CDX2.tif	 5707673	 0.18868	 1033685	 155.5101	 0.1811	 0.35
Cairo1_1_5_3_CDX2.tif	 3802728	 0.12571	 202992	 133.9367	 0.053381	 0.35
Cairo1_1_5_4_CDX2.tif	 19228250	 0.63564	 1650962	 129.9649	 0.085861	 0.35
Cairo1_1_5_5_CDX2.tif	 17485164	 0.5858	 1195617	 159.7671	 0.068379	 0.35
Cairo1_1_5_6_CDX2.tif	 15995670	 0.52878	 267004	 110.6465	 0.016692	 0.35
Cairo1_1_5_7_CDX2.tif	 14546407	 0.48087	 1223117	 127.2991	 0.084084	 0.35
