ImageNo	 ImArea	 ImFrac	 StainArea	 StainInt	 StAreaFrac	  StainThreshold
Cairo1_1_1_1_CDX2.tif	 6521775	 0.2156	 1422	 146.9058	 0.00021804	 0.35
Cairo1_1_1_2_CDX2.tif	 17279704	 0.57123	 27777	 111.7263	 0.0016075	 0.35
Cairo1_1_1_3_CDX2.tif	 17864336	 0.59056	 399881	 110.6967	 0.022384	 0.35
Cairo1_1_1_4_CDX2.tif	 19167568	 0.63364	 1191769	 154.2263	 0.062176	 0.35
Cairo1_1_1_5_CDX2.tif	 13569350	 0.44857	 36019	 111.5501	 0.0026544	 0.35
Cairo1_1_1_6_CDX2.tif	 18295227	 0.6048	 2236	 109.4275	 0.00012222	 0.35
Cairo1_1_1_7_CDX2.tif	 16972965	 0.56109	 290624	 113.4961	 0.017123	 0.35
Cairo1_1_2_1_CDX2.tif	 5561782	 0.18386	 817	 144.448	 0.0001469	 0.35
Cairo1_1_2_3_CDX2.tif	 16031875	 0.52998	 634588	 130.5187	 0.039583	 0.35
Cairo1_1_2_4_CDX2.tif	 12595992	 0.4164	 3290	 112.2337	 0.00026119	 0.35
Cairo1_1_2_5_CDX2.tif	 16096881	 0.53213	 422754	 114.1635	 0.026263	 0.35
Cairo1_1_2_6_CDX2.tif	 17527491	 0.57942	 154443	 110.3078	 0.0088115	 0.35
Cairo1_1_2_7_CDX2.tif	 13837100	 0.46078	 2321301	 167.4897	 0.16776	 0.35
Cairo1_1_3_2_CDX2.tif	 17417877	 0.5758	 1500318	 132.4859	 0.086137	 0.35
Cairo1_1_3_3_CDX2.tif	 14532311	 0.48041	 1971932	 125.2168	 0.13569	 0.35
Cairo1_1_3_4_CDX2.tif	 19212614	 0.63513	 2366294	 198.0393	 0.12316	 0.40784
Cairo1_1_3_5_CDX2.tif	 14292547	 0.47248	 3119	 179.8102	 0.00021823	 0.35
Cairo1_1_3_6_CDX2.tif	 17750588	 0.5868	 5578	 170.758	 0.00031424	 0.35
Cairo1_1_3_7_CDX2.tif	 17808602	 0.58871	 167903	 112.0365	 0.0094282	 0.35
Cairo1_1_4_2_CDX2.tif	 9239681	 0.30544	 371602	 122.5926	 0.040218	 0.35
Cairo1_1_4_3_CDX2.tif	 15284447	 0.50527	 1173016	 166.2814	 0.076746	 0.35
Cairo1_1_4_4_CDX2.tif	 15241436	 0.50385	 1188	 167.1288	 7.7945e-05	 0.35
Cairo1_1_4_5_CDX2.tif	 15418611	 0.50971	 333336	 121.7242	 0.021619	 0.35
Cairo1_1_4_6_CDX2.tif	 19396006	 0.64119	 1469098	 131.3008	 0.075742	 0.35
Cairo1_1_4_7_CDX2.tif	 13441203	 0.44434	 6344	 131.5206	 0.00047198	 0.35
Cairo1_1_5_2_CDX2.tif	 16734289	 0.5532	 38709	 151.2951	 0.0023132	 0.35
Cairo1_1_5_3_CDX2.tif	 16569553	 0.54775	 231558	 115.4136	 0.013975	 0.35
Cairo1_1_5_4_CDX2.tif	 0	 0	 0	 NaN	 NaN	 0.35
Cairo1_1_5_5_CDX2.tif	 0	 0	 0	 NaN	 NaN	 0.35
Cairo1_1_5_6_CDX2.tif	 14929629	 0.49354	 513927	 103.2868	 0.034423	 0.35
