ImageNo	 ImArea	 ImFrac	 StainArea	 StainInt	 StAreaFrac	  StainThreshold
Cairo1_1_1_1_Zeb1.tif	 14531656	 0.40366	 25783	 130.0854	 0.0017743	 0.35
Cairo1_1_1_2_Zeb1.tif	 15209663	 0.42249	 792046	 145.7185	 0.052075	 0.35
Cairo1_1_1_3_Zeb1.tif	 17489479	 0.48582	 166161	 131.9932	 0.0095006	 0.35
Cairo1_1_1_4_Zeb1.tif	 18274075	 0.50761	 590919	 138.1237	 0.032336	 0.35
Cairo1_1_1_5_Zeb1.tif	 13027065	 0.36186	 342431	 127.5296	 0.026286	 0.35
Cairo1_1_1_6_Zeb1.tif	 14596953	 0.40547	 14908	 129.5985	 0.0010213	 0.35
Cairo1_1_1_7_Zeb1.tif	 739142	 0.020532	 8008	 122.2773	 0.010834	 0.35
Cairo1_1_2_1_Zeb1.tif	 13826028	 0.38406	 18809	 131.6477	 0.0013604	 0.35
Cairo1_1_2_2_Zeb1.tif	 4482184	 0.12451	 688456	 132.8377	 0.1536	 0.35
Cairo1_1_2_3_Zeb1.tif	 13363848	 0.37122	 210415	 155.592	 0.015745	 0.35
Cairo1_1_2_4_Zeb1.tif	 11089811	 0.30805	 594740	 134.2565	 0.053629	 0.35
Cairo1_1_2_5_Zeb1.tif	 17493004	 0.48592	 120242	 140.0145	 0.0068737	 0.35
Cairo1_1_2_6_Zeb1.tif	 11657922	 0.32383	 1070967	 144.533	 0.091866	 0.35
Cairo1_1_2_7_Zeb1.tif	 5550291	 0.15417	 159209	 154.6894	 0.028685	 0.35
Cairo1_1_3_1_Zeb1.tif	 25542837	 0.70952	 12772	 166.7805	 0.00050002	 0.35
Cairo1_1_3_2_Zeb1.tif	 15714477	 0.43651	 1173223	 138.9142	 0.074659	 0.35
Cairo1_1_3_3_Zeb1.tif	 14377891	 0.39939	 557662	 133.4698	 0.038786	 0.35
Cairo1_1_3_4_Zeb1.tif	 12979405	 0.36054	 134199	 128.4302	 0.010339	 0.35
Cairo1_1_3_5_Zeb1.tif	 17048698	 0.47357	 638538	 141.5512	 0.037454	 0.35
Cairo1_1_3_6_Zeb1.tif	 17042095	 0.47339	 689265	 137.0124	 0.040445	 0.35
Cairo1_1_3_7_Zeb1.tif	 27006470	 0.75018	 7494	 218.9589	 0.00027749	 0.43529
Cairo1_1_4_1_Zeb1.tif	 25723244	 0.71453	 4173	 164.346	 0.00016223	 0.35
Cairo1_1_4_2_Zeb1.tif	 11388973	 0.31636	 602526	 128.2012	 0.052904	 0.35
Cairo1_1_4_3_Zeb1.tif	 18747484	 0.52076	 494951	 128.9182	 0.026401	 0.35
Cairo1_1_4_4_Zeb1.tif	 17328615	 0.48135	 456399	 150.1739	 0.026338	 0.35
Cairo1_1_4_5_Zeb1.tif	 14050137	 0.39028	 481353	 133.4113	 0.03426	 0.35
Cairo1_1_4_6_Zeb1.tif	 13630031	 0.37861	 81839	 133.1398	 0.0060043	 0.35
Cairo1_1_4_7_Zeb1.tif	 8061781	 0.22394	 238384	 139.956	 0.02957	 0.35
Cairo1_1_5_1_Zeb1.tif	 17880671	 0.49669	 1502	 162.7264	 8.4001e-05	 0.35
Cairo1_1_5_2_Zeb1.tif	 17950937	 0.49864	 726715	 157.3483	 0.040483	 0.35
Cairo1_1_5_3_Zeb1.tif	 16420551	 0.45613	 169615	 132.0677	 0.010329	 0.35
Cairo1_1_5_4_Zeb1.tif	 20356082	 0.56545	 764976	 141.0444	 0.03758	 0.35
Cairo1_1_5_5_Zeb1.tif	 18062887	 0.50175	 305844	 152.5419	 0.016932	 0.35
Cairo1_1_5_6_Zeb1.tif	 12874152	 0.35762	 379445	 142.1825	 0.029473	 0.35
Cairo1_1_5_7_Zeb1.tif	 7043843	 0.19566	 101429	 127.9669	 0.0144	 0.35
