ImageNo	 ImArea	 ImFrac	 StainArea	 StainInt	 StAreaFrac	  StainThreshold
Cairo1_1_1_1_Zeb1.tif	 14464387	 0.40179	 51657	 129.6389	 0.0035713	 0.35
Cairo1_1_1_2_Zeb1.tif	 0	 0	 0	 NaN	 NaN	 0.35
Cairo1_1_1_3_Zeb1.tif	 18775412	 0.52154	 1424858	 143.542	 0.07589	 0.35
Cairo1_1_1_4_Zeb1.tif	 13986948	 0.38853	 51779	 123.0359	 0.003702	 0.35
Cairo1_1_1_5_Zeb1.tif	 11031198	 0.30642	 517471	 136.5482	 0.04691	 0.35
Cairo1_1_1_6_Zeb1.tif	 15387237	 0.42742	 515664	 147.6594	 0.033512	 0.35
Cairo1_1_1_7_Zeb1.tif	 12317312	 0.34215	 241439	 132.7709	 0.019602	 0.35
Cairo1_1_2_1_Zeb1.tif	 14440205	 0.40112	 40729	 140.2366	 0.0028205	 0.35
Cairo1_1_2_2_Zeb1.tif	 16180066	 0.44945	 604820	 136.1404	 0.037381	 0.35
Cairo1_1_2_3_Zeb1.tif	 15246315	 0.42351	 467032	 138.2602	 0.030632	 0.35
Cairo1_1_2_4_Zeb1.tif	 15590412	 0.43307	 210177	 137.7431	 0.013481	 0.35
Cairo1_1_2_5_Zeb1.tif	 15643520	 0.43454	 1899182	 156.0764	 0.1214	 0.35
Cairo1_1_2_6_Zeb1.tif	 10288703	 0.2858	 13134	 127.3447	 0.0012765	 0.35
Cairo1_1_2_7_Zeb1.tif	 13658403	 0.3794	 216527	 125.9394	 0.015853	 0.35
Cairo1_1_3_1_Zeb1.tif	 915093	 0.025419	 4125	 118.0383	 0.0045077	 0.35
Cairo1_1_3_2_Zeb1.tif	 18379414	 0.51054	 69675	 117.3983	 0.0037909	 0.35
Cairo1_1_3_3_Zeb1.tif	 21121569	 0.58671	 2467	 168.9769	 0.0001168	 0.35
Cairo1_1_3_4_Zeb1.tif	 15887586	 0.44132	 1214752	 143.1798	 0.076459	 0.35
Cairo1_1_3_5_Zeb1.tif	 16470164	 0.4575	 1366459	 129.4468	 0.082966	 0.35
Cairo1_1_3_6_Zeb1.tif	 14652840	 0.40702	 145271	 128.0314	 0.0099142	 0.35
Cairo1_1_3_7_Zeb1.tif	 16262157	 0.45173	 685429	 149.5872	 0.042149	 0.35
Cairo1_1_4_1_Zeb1.tif	 5899171	 0.16387	 50389	 119.0289	 0.0085417	 0.35
Cairo1_1_4_2_Zeb1.tif	 15694545	 0.43596	 170982	 126.4214	 0.010894	 0.35
Cairo1_1_4_3_Zeb1.tif	 12101693	 0.33616	 367900	 145.985	 0.030401	 0.35
Cairo1_1_4_4_Zeb1.tif	 19792553	 0.54979	 667614	 152.7134	 0.033731	 0.35
Cairo1_1_4_5_Zeb1.tif	 17332747	 0.48147	 714931	 148.4083	 0.041247	 0.35
Cairo1_1_4_6_Zeb1.tif	 17835284	 0.49542	 1376297	 144.6183	 0.077167	 0.35
Cairo1_1_4_7_Zeb1.tif	 19299273	 0.53609	 574700	 128.7061	 0.029778	 0.35
Cairo1_1_5_1_Zeb1.tif	 946837	 0.026301	 31819	 146.7847	 0.033606	 0.35
Cairo1_1_5_2_Zeb1.tif	 13180583	 0.36613	 488762	 142.0395	 0.037082	 0.35
Cairo1_1_5_3_Zeb1.tif	 13980386	 0.38834	 645669	 135.1435	 0.046184	 0.35
Cairo1_1_5_4_Zeb1.tif	 15360937	 0.42848	 521150	 143.1593	 0.033927	 0.35
Cairo1_1_5_5_Zeb1.tif	 15098619	 0.42507	 106009	 117.4178	 0.0070211	 0.35
Cairo1_1_5_6_Zeb1.tif	 17525745	 0.48683	 392291	 124.8555	 0.022384	 0.35
Cairo1_1_5_7_Zeb1.tif	 11375246	 0.31598	 253145	 131.8211	 0.022254	 0.35
