ImageNo	 ImArea	 ImFrac	 StainArea	 StainInt	 StAreaFrac	  StainThreshold
Cairo1_1_1_1_FRMD6.tif	 5144562	 0.17007	 2530942	 170.2749	 0.49196	 0.35
Cairo1_1_1_2_FRMD6.tif	 6883889	 0.22757	 359503	 139.4139	 0.052224	 0.35
Cairo1_1_1_3_FRMD6.tif	 10469638	 0.3461	 120846	 108.9357	 0.011543	 0.35
Cairo1_1_1_4_FRMD6.tif	 16552267	 0.54718	 1850916	 146.2624	 0.11182	 0.35
Cairo1_1_1_5_FRMD6.tif	 10020487	 0.33126	 1769019	 147.3791	 0.17654	 0.35
Cairo1_1_1_6_FRMD6.tif	 7231632	 0.23906	 815036	 128.6988	 0.1127	 0.35
Cairo1_1_1_7_FRMD6.tif	 17017489	 0.56256	 516767	 118.4132	 0.030367	 0.35
Cairo1_1_2_1_FRMD6.tif	 4668679	 0.15434	 2060003	 152.8661	 0.44124	 0.35
Cairo1_1_2_2_FRMD6.tif	 10883312	 0.35978	 41080	 110.0109	 0.0037746	 0.35
Cairo1_1_2_3_FRMD6.tif	 17642438	 0.58322	 1071537	 126.9275	 0.060736	 0.35
Cairo1_1_2_4_FRMD6.tif	 8811142	 0.29128	 598805	 139.0482	 0.06796	 0.35
Cairo1_1_2_5_FRMD6.tif	 6276403	 0.20748	 780679	 155.0547	 0.12438	 0.35
Cairo1_1_2_6_FRMD6.tif	 10652888	 0.35216	 1045467	 140.8638	 0.098139	 0.35
Cairo1_1_2_7_FRMD6.tif	 16065578	 0.53109	 3440	 115.2625	 0.00021412	 0.35
Cairo1_1_3_1_FRMD6.tif	 22521017	 0.7445	 3901	 159.9592	 0.00017322	 0.35
Cairo1_1_3_2_FRMD6.tif	 12784000	 0.42261	 2310817	 135.3944	 0.18076	 0.35
Cairo1_1_3_3_FRMD6.tif	 7625544	 0.25208	 30627	 114.3235	 0.0040164	 0.35
Cairo1_1_3_4_FRMD6.tif	 14622530	 0.48339	 620362	 133.4938	 0.042425	 0.35
Cairo1_1_3_5_FRMD6.tif	 14661723	 0.48469	 606867	 130.3567	 0.041391	 0.35
Cairo1_1_3_6_FRMD6.tif	 10894191	 0.36014	 698601	 130.987	 0.064126	 0.35
Cairo1_1_3_7_FRMD6.tif	 15562127	 0.51445	 12728	 110.1005	 0.00081788	 0.35
Cairo1_1_4_1_FRMD6.tif	 0	 0	 0	 NaN	 NaN	 0.35
Cairo1_1_4_2_FRMD6.tif	 15861140	 0.52434	 471548	 125.6144	 0.02973	 0.35
Cairo1_1_4_3_FRMD6.tif	 9440041	 0.31207	 200503	 126.218	 0.02124	 0.35
Cairo1_1_4_4_FRMD6.tif	 14788626	 0.48888	 522064	 125.7143	 0.035302	 0.35
Cairo1_1_4_5_FRMD6.tif	 17420314	 0.57588	 103159	 126.4204	 0.0059218	 0.35
Cairo1_1_4_6_FRMD6.tif	 12249569	 0.40494	 12813	 162.4175	 0.001046	 0.35
Cairo1_1_4_7_FRMD6.tif	 17427417	 0.57611	 343765	 115.1981	 0.019726	 0.35
Cairo1_1_5_1_FRMD6.tif	 23717177	 0.78404	 897	 160.4047	 3.7821e-05	 0.35
Cairo1_1_5_2_FRMD6.tif	 17373996	 0.57435	 131957	 106.0874	 0.0075951	 0.35
Cairo1_1_5_3_FRMD6.tif	 13115591	 0.43357	 1093544	 122.6789	 0.083377	 0.35
Cairo1_1_5_4_FRMD6.tif	 10553781	 0.34889	 799223	 129.2423	 0.075729	 0.35
Cairo1_1_5_5_FRMD6.tif	 18318286	 0.60556	 227919	 133.9224	 0.012442	 0.35
Cairo1_1_5_6_FRMD6.tif	 12264697	 0.40544	 1056454	 132.8535	 0.086138	 0.35
Cairo1_1_5_7_FRMD6.tif	 15213347	 0.50292	 142189	 120.8905	 0.0093463	 0.35
