ImageNo	 ImArea	 ImFrac	 StainArea	 StainInt	 StAreaFrac	  StainThreshold
Cairo1_1_1_1_FRMD6.tif	 3654242	 0.1208	 1151871	 149.0126	 0.31521	 0.35
Cairo1_1_1_2_FRMD6.tif	 4521625	 0.14948	 1640898	 160.0978	 0.3629	 0.35
Cairo1_1_1_3_FRMD6.tif	 14748097	 0.48754	 38640	 110.2966	 0.00262	 0.35
Cairo1_1_1_4_FRMD6.tif	 17228643	 0.56954	 1226	 147.2072	 7.1161e-05	 0.35
Cairo1_1_1_5_FRMD6.tif	 17258280	 0.57052	 2272753	 122.086	 0.13169	 0.35
Cairo1_1_1_6_FRMD6.tif	 16664243	 0.55088	 210897	 119.7904	 0.012656	 0.35
Cairo1_1_1_7_FRMD6.tif	 15697012	 0.51891	 1341071	 119.9637	 0.085435	 0.35
Cairo1_1_2_1_FRMD6.tif	 12677142	 0.41908	 837385	 117.1403	 0.066055	 0.35
Cairo1_1_2_2_FRMD6.tif	 17963800	 0.59384	 973997	 116.1591	 0.05422	 0.35
Cairo1_1_2_3_FRMD6.tif	 18314094	 0.60542	 54908	 134.2992	 0.0029981	 0.35
Cairo1_1_2_4_FRMD6.tif	 13961209	 0.46153	 68296	 119.1385	 0.0048918	 0.35
Cairo1_1_2_5_FRMD6.tif	 13271901	 0.43874	 26768	 117.1704	 0.0020169	 0.35
Cairo1_1_2_6_FRMD6.tif	 14831911	 0.49031	 103695	 115.8959	 0.0069913	 0.35
Cairo1_1_2_7_FRMD6.tif	 13092900	 0.43282	 184468	 118.6928	 0.014089	 0.35
Cairo1_1_3_1_FRMD6.tif	 12414997	 0.41041	 2245825	 138.8403	 0.1809	 0.35
Cairo1_1_3_2_FRMD6.tif	 18232074	 0.60271	 3280079	 139.9228	 0.17991	 0.35
Cairo1_1_3_3_FRMD6.tif	 16400880	 0.54218	 500435	 120.0847	 0.030513	 0.35
Cairo1_1_3_4_FRMD6.tif	 18721001	 0.61888	 889600	 123.0059	 0.047519	 0.35
Cairo1_1_3_5_FRMD6.tif	 17851406	 0.59013	 237330	 115.881	 0.013295	 0.35
Cairo1_1_3_6_FRMD6.tif	 15885388	 0.52514	 35331	 111.4135	 0.0022241	 0.35
Cairo1_1_3_7_FRMD6.tif	 12138838	 0.40128	 138238	 125.6527	 0.011388	 0.35
Cairo1_1_4_1_FRMD6.tif	 7558294	 0.24986	 1148009	 137.0793	 0.15189	 0.35
Cairo1_1_4_2_FRMD6.tif	 11521798	 0.38089	 1625026	 133.3631	 0.14104	 0.35
Cairo1_1_4_3_FRMD6.tif	 15194114	 0.50228	 51848	 111.9497	 0.0034124	 0.35
Cairo1_1_4_4_FRMD6.tif	 14855066	 0.49108	 816684	 118.1199	 0.054977	 0.35
Cairo1_1_4_5_FRMD6.tif	 11936844	 0.39461	 804284	 117.0264	 0.067378	 0.35
Cairo1_1_4_6_FRMD6.tif	 11201903	 0.37031	 539263	 128.6872	 0.04814	 0.35
Cairo1_1_4_7_FRMD6.tif	 15815564	 0.52283	 598544	 127.7994	 0.037845	 0.35
Cairo1_1_5_1_FRMD6.tif	 10169637	 0.33619	 1080341	 118.5917	 0.10623	 0.35
Cairo1_1_5_2_FRMD6.tif	 15257564	 0.50438	 1498598	 118.3947	 0.09822	 0.35
Cairo1_1_5_3_FRMD6.tif	 15898411	 0.52557	 303839	 113.5098	 0.019111	 0.35
Cairo1_1_5_4_FRMD6.tif	 14569894	 0.48165	 166396	 117.4542	 0.011421	 0.35
Cairo1_1_5_5_FRMD6.tif	 15893642	 0.52541	 15765	 105.0024	 0.00099191	 0.35
Cairo1_1_5_6_FRMD6.tif	 15011947	 0.49626	 139282	 109.0879	 0.0092781	 0.35
Cairo1_1_5_7_FRMD6.tif	 2683273	 0.088703	 1549768	 161.6828	 0.57757	 0.35
